customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,has_zero_balance,age_group,tenure_group,inactive_with_one_product,credit_score_band
15614827,503,France,Male,42,8,104430.08,1,yes,yes,147557.71,no,no,35-44,6-10,no,Poor
15789815,503,France,Female,28,5,0.0,2,yes,no,125918.17,no,yes,25-34,3-5,no,Poor
15579781,806,Germany,Male,31,10,138653.51,1,yes,no,190803.37,no,no,25-34,6-10,yes,Excellent
15587013,653,France,Female,31,7,102575.04,1,yes,yes,11043.54,no,no,25-34,6-10,no,Fair
15570932,666,France,Male,43,7,137780.74,2,yes,yes,119100.05,yes,no,35-44,6-10,no,Fair
15794661,674,Spain,Male,32,2,0.0,2,yes,no,140579.17,no,yes,25-34,1-2,no,Good
15581654,798,France,Male,32,7,0.0,2,no,yes,37731.95,no,yes,25-34,6-10,no,Very Good
15644296,740,France,Female,30,8,105209.54,1,yes,no,1852.58,no,no,25-34,6-10,yes,Good
15614420,531,Germany,Female,32,0,109570.21,2,yes,yes,172049.84,no,no,25-34,0,no,Poor
15609653,614,Germany,Female,44,6,118715.86,1,yes,no,133591.11,yes,no,35-44,6-10,yes,Fair
15594577,556,France,Male,35,10,0.0,2,yes,yes,192751.18,no,yes,25-34,6-10,no,Poor
15584114,678,Germany,Female,43,2,153393.18,2,yes,yes,193828.27,no,no,35-44,1-2,no,Good
15673367,587,Germany,Male,33,6,132603.36,1,yes,no,55775.72,no,no,25-34,6-10,yes,Fair
15685576,527,Spain,Female,36,6,0.0,2,yes,yes,102280.29,no,yes,35-44,6-10,no,Poor
15774727,757,Germany,Female,34,1,129398.01,2,no,no,44965.44,no,no,25-34,1-2,no,Very Good
15694288,468,Spain,Male,28,3,0.0,2,yes,no,170661.02,no,yes,25-34,3-5,no,Poor
15603319,693,France,Male,29,2,151352.74,1,no,no,197145.89,no,no,25-34,1-2,yes,Good
15759066,483,France,Female,44,5,136836.49,1,yes,no,192359.9,yes,no,35-44,3-5,yes,Poor
15814816,466,France,Male,40,4,91592.06,1,yes,no,141210.18,yes,no,35-44,3-5,yes,Poor
15724402,770,France,Female,30,8,0.0,2,yes,no,100557.03,no,yes,25-34,6-10,no,Very Good
15571059,734,France,Female,54,3,0.0,1,yes,no,130805.54,yes,yes,45-54,3-5,yes,Good
15674206,716,France,Female,22,8,0.0,2,yes,yes,92606.98,no,yes,<25,6-10,no,Good
15715160,439,France,Male,36,2,165536.28,2,yes,yes,123956.83,no,no,35-44,1-2,no,Poor
15730448,538,Germany,Male,25,5,62482.95,1,yes,yes,102758.43,no,no,<25,3-5,no,Poor
15662067,743,France,Male,40,8,68155.59,1,yes,no,94876.65,no,no,35-44,6-10,yes,Very Good
15779581,734,Spain,Female,43,3,55853.33,2,no,yes,94811.85,yes,no,35-44,3-5,no,Good
15662901,656,France,Male,37,2,0.0,2,no,yes,67840.81,no,yes,35-44,1-2,no,Fair
15689751,666,France,Female,31,2,79589.43,1,no,no,4050.57,no,no,25-34,1-2,yes,Fair
15667742,627,Spain,Male,41,5,100880.76,1,no,yes,134665.25,no,no,35-44,3-5,no,Fair
15738448,480,Germany,Female,25,3,174330.35,2,no,no,181647.13,no,no,<25,3-5,no,Poor
15680243,792,France,Male,19,7,143390.51,1,yes,no,33282.84,no,no,<25,6-10,yes,Very Good
15745083,613,Germany,Male,59,8,91415.76,1,no,no,27965.0,yes,no,55-64,6-10,yes,Fair
15708228,476,Germany,Male,30,3,134366.42,1,yes,no,68343.53,no,no,25-34,3-5,yes,Poor
15628523,539,France,Female,24,3,0.0,2,yes,yes,198161.07,no,yes,<25,3-5,no,Poor
15708196,696,Spain,Male,60,8,88786.81,1,yes,yes,196858.4,no,no,55-64,6-10,no,Good
15735549,810,Germany,Male,35,3,96814.46,2,yes,yes,120511.03,no,no,25-34,3-5,no,Excellent
15809347,763,Germany,Male,32,9,160680.41,1,yes,no,30886.35,no,no,25-34,6-10,yes,Very Good
15660866,640,France,Female,29,3,0.0,2,yes,no,2743.69,no,yes,25-34,3-5,no,Fair
15766609,655,France,Female,47,10,0.0,2,yes,no,167778.62,no,yes,45-54,6-10,no,Fair
15654230,526,Germany,Male,31,5,145537.21,1,yes,no,132404.64,no,no,25-34,3-5,yes,Poor
15794566,678,France,Female,28,4,0.0,2,yes,yes,144423.17,yes,yes,25-34,3-5,no,Good
15800890,554,France,Female,45,6,0.0,2,yes,yes,181204.5,no,yes,35-44,6-10,no,Poor
15697424,597,Spain,Female,30,2,119370.11,1,yes,yes,182726.22,yes,no,25-34,1-2,no,Fair
15724536,560,Spain,Female,28,1,0.0,2,yes,yes,120880.72,no,yes,25-34,1-2,no,Poor
15735878,850,Germany,Female,47,10,134381.52,1,no,no,26812.89,yes,no,45-54,6-10,yes,Excellent
15707596,546,Germany,Female,74,8,114888.74,2,yes,yes,66732.63,yes,no,65+,6-10,no,Poor
15657163,623,Germany,Male,42,1,149332.48,2,yes,no,100834.22,no,no,35-44,1-2,no,Fair
15622478,698,France,Female,40,7,105061.74,3,yes,no,107815.31,yes,no,35-44,6-10,no,Good
15779529,620,France,Male,32,7,0.0,2,yes,yes,34665.79,no,yes,25-34,6-10,no,Fair
15636023,619,France,Female,40,10,0.0,1,yes,yes,147093.84,yes,yes,35-44,6-10,no,Fair
15582066,561,France,Male,21,4,0.0,1,yes,yes,36942.35,no,yes,<25,3-5,no,Poor
15666675,753,France,Female,39,7,155062.8,1,yes,yes,16460.77,no,no,35-44,6-10,no,Very Good
15732987,721,Spain,Male,43,3,88798.34,1,no,no,45610.63,no,no,35-44,3-5,yes,Good
15789432,451,France,Male,33,6,0.0,2,yes,no,184954.11,no,yes,25-34,6-10,no,Poor
15663161,680,Germany,Female,51,5,143139.87,1,no,no,47795.43,yes,no,45-54,3-5,yes,Good
15694879,590,Spain,Female,23,7,0.0,2,yes,no,196789.9,no,yes,<25,6-10,no,Fair
15593715,634,Germany,Male,27,3,107027.52,1,yes,no,173425.68,no,no,25-34,3-5,yes,Fair
15575002,676,France,Male,29,4,140720.93,1,yes,no,36221.18,no,no,25-34,3-5,yes,Good
15622171,642,France,Male,30,8,80964.57,2,yes,no,174738.2,no,no,25-34,6-10,no,Fair
15795224,760,France,Male,39,6,178585.46,1,yes,no,67131.3,yes,no,35-44,6-10,yes,Very Good
15685346,736,Spain,Female,26,4,135889.13,1,yes,yes,165692.03,no,no,25-34,3-5,no,Good
15691808,656,France,Male,43,7,134919.85,1,yes,no,194691.95,no,no,35-44,6-10,yes,Fair
15721007,776,Germany,Male,33,8,115130.34,1,no,no,129525.5,yes,no,25-34,6-10,yes,Very Good
15794253,832,Spain,Female,34,6,138190.13,2,no,yes,146511.2,no,no,25-34,6-10,no,Excellent
15694453,631,Germany,Male,37,9,131519.49,2,yes,yes,51752.18,no,no,35-44,6-10,no,Fair
15813113,795,Spain,Female,56,5,0.0,1,yes,no,35418.69,yes,yes,55-64,3-5,yes,Very Good
15614187,648,Germany,Female,39,3,126935.98,2,no,yes,57995.74,no,no,35-44,3-5,no,Fair
15619407,615,France,Male,39,4,133707.09,1,yes,yes,108152.75,no,no,35-44,3-5,no,Fair
15646227,682,France,Female,27,1,97893.2,1,yes,no,166144.98,no,no,25-34,1-2,yes,Good
15660541,694,France,Male,34,5,127900.03,1,yes,no,101737.8,no,no,25-34,3-5,yes,Good
15753874,694,France,Male,37,10,143835.47,1,no,yes,33326.71,no,no,35-44,6-10,no,Good
15617877,607,France,Male,44,0,0.0,2,yes,yes,81140.09,no,yes,35-44,0,no,Fair
15772073,664,France,Male,48,10,0.0,1,yes,no,140173.17,yes,yes,45-54,6-10,yes,Fair
15701537,756,France,Male,60,2,0.0,1,yes,yes,166513.49,yes,yes,55-64,1-2,no,Very Good
15736228,645,France,Female,40,3,129596.77,1,yes,yes,103232.6,no,no,35-44,3-5,no,Fair
15780572,653,Spain,Male,30,4,0.0,2,yes,no,120736.04,no,yes,25-34,3-5,no,Fair
15769596,710,Germany,Female,24,2,110407.44,2,no,no,15832.43,yes,no,<25,1-2,no,Good
15586996,697,France,Female,76,7,0.0,2,no,yes,188772.45,no,yes,65+,6-10,no,Good
15722061,619,Germany,Female,41,8,142015.76,2,yes,no,114323.66,no,no,35-44,6-10,no,Fair
15638003,648,Spain,Male,55,1,81370.07,1,no,yes,181534.04,no,no,45-54,1-2,no,Fair
15775590,482,Germany,Female,48,2,69329.47,1,no,no,102640.52,yes,no,45-54,1-2,yes,Poor
15730688,548,France,Female,28,8,116755.5,2,yes,yes,158585.17,yes,no,25-34,6-10,no,Poor
15753102,752,Spain,Male,44,6,83870.33,1,yes,no,178722.24,no,no,35-44,6-10,yes,Very Good
15810075,648,France,Female,39,6,130694.89,2,yes,yes,153955.38,yes,no,35-44,6-10,no,Fair
15723373,643,Spain,Female,34,8,117451.47,1,yes,no,65374.86,no,no,25-34,6-10,yes,Fair
15795298,573,Germany,Female,35,9,206868.78,2,no,yes,102986.15,no,no,25-34,6-10,no,Poor
15584320,686,France,Female,39,3,111695.62,1,no,no,136643.84,no,no,35-44,3-5,yes,Good
15724161,644,France,Female,40,9,137285.26,4,yes,no,77063.63,yes,no,35-44,6-10,no,Fair
15750056,702,France,Female,29,6,149218.39,1,yes,yes,9633.01,no,no,25-34,6-10,no,Good
15609637,652,France,Male,51,7,0.0,2,no,yes,43496.36,no,yes,45-54,6-10,no,Fair
15794493,641,Spain,Male,32,7,0.0,2,yes,yes,24267.28,no,yes,25-34,6-10,no,Fair
15569641,692,Germany,Female,41,8,130701.29,1,yes,no,59354.24,yes,no,35-44,6-10,yes,Good
15815236,574,Spain,Male,34,5,0.0,2,no,no,28269.86,no,yes,25-34,3-5,no,Poor
15811177,643,France,Female,31,3,167949.48,1,yes,no,143162.34,no,no,25-34,3-5,yes,Fair
15680587,834,France,Male,23,4,131254.81,1,yes,no,20199.3,no,no,<25,3-5,yes,Excellent
15672821,591,France,Male,28,5,0.0,2,yes,yes,48606.92,no,yes,25-34,3-5,no,Fair
15767681,470,Spain,Male,34,9,0.0,2,no,yes,89013.67,no,yes,25-34,6-10,no,Poor
15600379,608,Spain,Male,34,7,86656.13,1,no,yes,59890.29,no,no,25-34,6-10,no,Fair
15801336,649,Germany,Female,37,8,114737.26,1,yes,yes,106655.88,yes,no,35-44,6-10,no,Fair
15721592,665,France,Female,38,5,0.0,2,yes,no,156439.56,no,yes,35-44,3-5,no,Fair
15581282,651,France,Female,39,6,0.0,1,yes,no,24176.44,no,yes,35-44,6-10,yes,Fair
15746203,555,Germany,Male,62,4,119817.33,1,no,yes,43507.1,yes,no,55-64,3-5,no,Poor
15583137,637,France,Female,48,7,130806.99,2,yes,yes,132005.85,yes,no,45-54,6-10,no,Fair
15680752,675,France,Female,49,0,0.0,1,yes,yes,80496.71,yes,yes,45-54,0,no,Good
15688172,677,Spain,Male,40,5,0.0,2,yes,no,88947.56,no,yes,35-44,3-5,no,Good
15791373,850,Germany,Female,35,2,80931.75,1,no,no,12639.67,yes,no,25-34,1-2,yes,Excellent
15589449,815,France,Female,56,3,0.0,3,yes,yes,94248.16,yes,yes,55-64,3-5,no,Excellent
15692819,665,Germany,Male,32,1,132178.67,1,no,no,11865.76,no,no,25-34,1-2,yes,Fair
15727467,485,France,Female,27,3,0.0,2,yes,no,141449.86,no,yes,25-34,3-5,no,Poor
15734312,577,Spain,Male,43,6,0.0,2,yes,yes,149457.81,no,yes,35-44,6-10,no,Poor
15764604,586,France,Female,35,7,164769.02,3,yes,no,119814.25,yes,no,25-34,6-10,no,Fair
15613014,722,Germany,Male,29,1,107233.85,2,yes,no,24924.92,no,no,25-34,1-2,no,Good
15759684,528,France,Female,27,7,176227.07,2,no,yes,139481.53,no,no,25-34,6-10,no,Poor
15609669,542,France,Female,39,4,109949.39,2,yes,yes,41268.65,no,no,35-44,3-5,no,Poor
15685536,552,France,Female,34,5,0.0,2,yes,yes,1351.41,no,yes,25-34,3-5,no,Poor
15750447,678,France,Female,60,10,117738.81,1,yes,no,147489.76,yes,no,55-64,6-10,yes,Good
15663249,575,Spain,Female,37,9,133292.45,1,yes,no,111175.09,no,no,35-44,6-10,yes,Poor
15638646,669,France,Female,43,1,160474.59,1,yes,yes,95963.14,no,no,35-44,1-2,no,Fair
15734161,636,France,Male,43,6,0.0,2,yes,no,43128.95,no,yes,35-44,6-10,no,Fair
15631070,667,Germany,Male,55,9,154393.43,1,yes,yes,137674.96,yes,no,45-54,6-10,no,Fair
15761950,652,Germany,Female,45,9,110827.49,1,yes,yes,153383.54,yes,no,35-44,6-10,no,Fair
15649668,637,Germany,Female,36,10,145750.45,2,yes,yes,96660.76,no,no,35-44,6-10,no,Fair
15713912,516,Spain,Female,45,8,109044.3,1,no,yes,115818.16,no,no,35-44,6-10,no,Poor
15586757,801,France,Female,32,4,75170.54,1,yes,yes,37898.5,no,no,25-34,3-5,no,Excellent
15596522,692,France,Female,42,2,0.0,2,yes,no,145222.93,no,yes,35-44,1-2,no,Good
15625395,585,France,Female,28,6,105795.9,1,yes,yes,41219.09,no,no,25-34,6-10,no,Fair
15760570,590,France,Male,32,5,0.0,2,yes,no,59249.83,no,yes,25-34,3-5,no,Fair
15566689,554,Spain,Male,66,8,0.0,2,yes,yes,116747.62,no,yes,65+,6-10,no,Poor
15725794,659,France,Female,49,1,0.0,1,yes,no,116249.72,yes,yes,45-54,1-2,yes,Fair
15673539,690,France,Female,26,3,118097.87,1,yes,no,61257.83,no,no,25-34,3-5,yes,Good
15705298,697,Germany,Male,29,0,172693.54,1,no,no,141798.98,no,no,25-34,0,yes,Good
15675791,610,France,Male,36,4,129440.3,2,yes,no,102638.35,no,no,35-44,3-5,no,Fair
15747043,599,Spain,Male,36,4,0.0,2,no,no,13210.56,no,yes,35-44,3-5,no,Fair
15736397,544,France,Male,23,1,96471.2,1,yes,no,35550.97,no,no,<25,1-2,yes,Poor
15678201,548,France,Female,46,1,0.0,1,yes,yes,104469.06,yes,yes,45-54,1-2,no,Poor
15720745,635,Spain,Male,24,4,140197.18,1,yes,yes,142935.83,no,no,<25,3-5,no,Fair
15637593,722,France,Male,20,6,0.0,2,yes,no,195486.28,no,yes,<25,6-10,no,Good
15598070,564,France,Female,33,4,135946.26,1,yes,no,63170.0,no,no,25-34,3-5,yes,Poor
15787550,719,France,Male,69,3,0.0,2,yes,yes,58320.06,no,yes,65+,3-5,no,Good
15603942,547,Germany,Male,50,3,81290.02,3,no,yes,177747.03,yes,no,45-54,3-5,no,Poor
15733973,850,France,Female,42,8,0.0,1,yes,no,19632.64,yes,yes,35-44,6-10,yes,Excellent
15596761,515,Germany,Male,60,9,113715.36,1,yes,no,18424.24,yes,no,55-64,6-10,yes,Poor
15652400,667,Spain,Male,56,2,168883.08,1,no,yes,18897.78,no,no,55-64,1-2,no,Fair
15717893,607,Germany,Male,36,8,143421.74,1,yes,no,97879.02,no,no,35-44,6-10,yes,Fair
15622585,525,France,Male,26,7,153644.39,1,yes,yes,63197.88,no,no,25-34,6-10,no,Poor
15733964,606,Spain,Female,53,1,109330.06,1,yes,yes,75860.01,no,no,45-54,1-2,no,Fair
15753861,686,Germany,Female,27,1,115095.88,2,no,no,78622.46,no,no,25-34,1-2,no,Good
15747097,611,France,Male,35,10,0.0,1,yes,yes,23598.23,yes,yes,25-34,6-10,no,Fair
15594762,827,Spain,Male,46,1,183276.32,1,yes,yes,13460.27,no,no,45-54,1-2,no,Excellent
15667417,572,France,Male,33,9,68193.72,1,yes,no,19998.31,no,no,25-34,6-10,yes,Poor
15684861,726,France,Female,32,8,0.0,2,no,no,185075.63,no,yes,25-34,6-10,no,Good
15742204,579,Germany,Male,31,6,139729.54,1,no,yes,135815.38,no,no,25-34,6-10,no,Poor
15623502,598,Spain,Female,56,4,98365.33,1,yes,yes,44251.33,no,no,55-64,3-5,no,Fair
15774872,663,France,Male,36,10,0.0,2,yes,no,136349.55,no,yes,35-44,6-10,no,Fair
15611191,505,Germany,Female,37,10,122453.97,2,yes,yes,52693.99,no,no,35-44,6-10,no,Poor
15674331,576,Germany,Male,30,7,132174.41,2,no,no,93767.03,no,no,25-34,6-10,no,Poor
15619465,555,Spain,Female,24,2,0.0,2,no,yes,197866.55,no,yes,<25,1-2,no,Poor
15575247,524,France,Male,30,1,0.0,2,yes,no,126812.85,no,yes,25-34,1-2,no,Poor
15695679,776,Spain,Male,39,2,104349.45,1,no,no,79503.05,no,no,35-44,1-2,yes,Very Good
15713463,645,Germany,Female,41,2,138881.04,1,yes,no,129936.53,yes,no,35-44,1-2,yes,Fair
15785170,850,Germany,Female,32,0,116968.91,1,no,no,175094.62,no,no,25-34,0,yes,Excellent
15796351,603,Germany,Male,35,1,105346.03,2,yes,yes,130379.5,no,no,25-34,1-2,no,Fair
15639576,691,France,Male,26,9,136623.19,1,yes,no,153228.0,no,no,25-34,6-10,yes,Good
15693264,583,France,Female,29,10,0.0,2,yes,yes,111285.85,no,yes,25-34,6-10,no,Fair
15589715,584,France,Female,66,5,0.0,1,yes,no,49553.38,yes,yes,65+,3-5,yes,Fair
15769902,679,France,Female,33,6,0.0,2,yes,yes,98015.85,no,yes,25-34,6-10,no,Good
15587177,646,France,Male,36,6,124445.52,1,yes,no,88481.32,no,no,35-44,6-10,yes,Fair
15814553,559,France,Female,34,5,68999.66,2,yes,yes,66879.27,no,no,25-34,3-5,no,Poor
15601550,595,Spain,Male,36,6,85768.42,1,yes,yes,24802.77,no,no,35-44,6-10,no,Fair
15664907,527,France,Male,47,1,0.0,1,yes,no,21312.16,yes,yes,45-54,1-2,yes,Poor
15612465,684,Spain,Male,34,9,100628.0,2,yes,yes,190263.78,no,no,25-34,6-10,no,Good
15810800,673,Spain,Female,32,0,0.0,1,yes,yes,72873.33,no,yes,25-34,0,no,Good
15665760,802,Spain,Male,38,7,0.0,2,no,yes,57764.65,no,yes,35-44,6-10,no,Excellent
15588080,675,France,Male,54,6,0.0,1,yes,no,110273.84,yes,yes,45-54,6-10,yes,Good
15776844,762,Spain,Female,19,6,0.0,2,yes,no,55500.17,no,yes,<25,6-10,no,Very Good
15717560,580,France,Male,50,0,125647.36,1,yes,no,57541.08,yes,no,45-54,0,yes,Poor
15629739,621,Germany,Female,31,8,100375.39,1,yes,yes,90384.26,no,no,25-34,6-10,no,Fair
15729908,411,France,Female,36,10,0.0,1,no,no,120694.35,no,yes,35-44,6-10,yes,Poor
15716781,815,France,Male,24,7,171922.72,1,no,yes,178028.96,no,no,<25,6-10,no,Excellent
15646936,631,Germany,Female,32,2,146810.99,2,yes,yes,180990.29,no,no,25-34,1-2,no,Fair
15768151,514,Germany,Female,45,3,109032.23,1,no,yes,155407.21,yes,no,35-44,3-5,no,Poor
15579212,638,France,Male,57,6,0.0,1,yes,no,33676.48,yes,yes,55-64,6-10,yes,Fair
15721835,791,Spain,Male,25,7,0.0,1,yes,no,89666.28,no,yes,<25,6-10,yes,Very Good
15800515,516,France,Male,35,5,128653.59,1,yes,no,127558.26,no,no,25-34,3-5,yes,Poor
15591279,734,France,Male,37,3,80387.81,1,no,yes,77272.62,no,no,35-44,3-5,no,Good
15587419,611,France,Male,58,8,0.0,2,no,yes,107665.68,yes,yes,55-64,6-10,no,Fair
15750335,850,Germany,Male,43,0,108508.82,3,yes,no,184044.8,yes,no,35-44,0,no,Excellent
15699619,641,France,Male,31,10,155978.17,1,yes,no,91510.71,no,no,25-34,6-10,yes,Fair
15606472,585,France,Female,38,5,0.0,1,yes,yes,87363.56,no,yes,35-44,3-5,no,Fair
15778368,552,Germany,Male,50,4,121175.56,1,yes,no,117505.07,yes,no,45-54,3-5,yes,Poor
15671387,507,France,Female,29,4,89349.47,2,no,no,180626.68,no,no,25-34,3-5,no,Poor
15573926,735,Spain,Male,38,7,86131.71,2,no,no,93478.96,no,no,35-44,6-10,no,Good
15709183,707,France,Female,58,3,102346.86,1,yes,yes,114672.64,no,no,55-64,3-5,no,Good
15577514,698,Germany,Female,36,7,121263.62,1,yes,yes,13387.88,no,no,35-44,6-10,no,Good
15778830,841,France,Male,31,2,0.0,2,yes,no,173240.52,no,yes,25-34,1-2,no,Excellent
15768072,688,Spain,Female,33,2,0.0,1,no,no,27557.18,yes,yes,25-34,1-2,yes,Good
15768293,614,France,Male,51,3,0.0,2,yes,yes,5552.37,no,yes,45-54,3-5,no,Fair
15654456,511,Germany,Male,48,6,149726.08,1,no,no,88307.87,yes,no,45-54,6-10,yes,Poor
15807525,447,France,Male,43,2,0.0,2,yes,no,33879.26,yes,yes,35-44,1-2,no,Poor
15574372,738,France,Male,35,5,161274.05,2,yes,no,181429.87,no,no,25-34,3-5,no,Good
15671249,422,France,Female,33,2,0.0,2,yes,no,102655.31,no,yes,25-34,1-2,no,Poor
15779744,537,Spain,Male,30,1,103138.17,1,yes,yes,96555.42,no,no,25-34,1-2,no,Poor
15624755,707,Germany,Female,40,3,109628.44,1,yes,no,189366.03,no,no,35-44,3-5,yes,Good
15611430,690,France,Male,54,5,0.0,1,yes,no,12847.61,yes,yes,45-54,3-5,yes,Good
15774744,664,Germany,Male,33,7,97286.16,2,yes,no,143433.33,no,no,25-34,6-10,no,Fair
15629885,850,France,Female,33,7,118004.26,1,yes,no,183983.82,no,no,25-34,6-10,yes,Excellent
15708791,584,Spain,Male,32,9,85534.83,1,no,no,169137.24,no,no,25-34,6-10,yes,Fair
15793890,728,France,Female,59,4,0.0,1,yes,yes,163365.85,yes,yes,55-64,3-5,no,Good
15646091,560,Spain,Female,43,4,95140.44,2,yes,no,123181.44,yes,no,35-44,3-5,no,Poor
15596984,629,France,Female,31,6,0.0,1,yes,yes,16447.6,yes,yes,25-34,6-10,no,Fair
15800215,658,France,Male,25,3,0.0,2,no,yes,173948.4,no,yes,<25,3-5,no,Fair
15577806,794,Germany,Female,54,1,75900.84,1,yes,yes,192154.66,no,no,45-54,1-2,no,Very Good
15749381,790,France,Female,41,2,126619.27,1,yes,no,198224.38,no,no,35-44,1-2,yes,Very Good
15683758,640,France,Male,44,7,111833.47,1,yes,no,67202.74,no,no,35-44,6-10,yes,Fair
15670615,652,Spain,Male,37,7,0.0,2,yes,no,68789.93,no,yes,35-44,6-10,no,Fair
15715622,583,France,Female,57,3,238387.56,1,no,yes,147964.99,yes,no,55-64,3-5,no,Fair
15707634,775,France,Female,32,2,108698.96,2,yes,yes,161069.73,no,no,25-34,1-2,no,Very Good
15806901,584,France,Female,39,2,112687.69,1,yes,yes,127749.61,no,no,35-44,1-2,no,Fair
15775335,635,Germany,Female,48,4,81556.89,2,yes,no,191914.37,no,no,45-54,3-5,no,Fair
15724150,814,France,Male,48,9,136596.85,1,yes,yes,185791.9,no,no,45-54,6-10,no,Excellent
15627220,735,Germany,Female,43,9,98807.45,1,no,no,184570.04,yes,no,35-44,6-10,yes,Good
15672330,678,France,Female,31,1,0.0,2,no,yes,130446.65,no,yes,25-34,1-2,no,Good
15668521,693,France,Male,37,1,0.0,2,yes,yes,82867.55,no,yes,35-44,1-2,no,Good
15807837,640,France,Female,30,6,107499.7,1,yes,yes,187632.22,no,no,25-34,6-10,no,Fair
15592570,773,Spain,Female,23,8,0.0,2,yes,no,56759.79,no,yes,<25,6-10,no,Very Good
15748589,736,France,Female,30,9,0.0,2,yes,no,34180.33,no,yes,25-34,6-10,no,Good
15635893,693,France,Female,28,8,0.0,2,yes,yes,158545.25,no,yes,25-34,6-10,no,Good
15757632,496,France,Female,41,1,176024.05,2,yes,no,182337.98,no,no,35-44,1-2,no,Poor
15691863,751,France,Female,39,3,0.0,2,yes,yes,84175.34,no,yes,35-44,3-5,no,Very Good
15706071,528,Germany,Male,39,0,127631.62,1,no,yes,22197.8,yes,no,35-44,0,no,Poor
15654296,754,Spain,Female,19,9,0.0,1,yes,no,189641.11,no,yes,<25,6-10,yes,Very Good
15755018,568,Germany,Female,26,10,109819.16,2,yes,no,154491.39,no,no,25-34,6-10,no,Poor
15594041,592,Spain,Female,41,2,138734.94,1,yes,no,90020.74,no,no,35-44,1-2,yes,Fair
15670587,558,Germany,Male,25,10,111363.1,2,yes,no,197264.35,no,no,<25,6-10,no,Poor
15724527,825,France,Male,34,9,0.0,2,yes,yes,31933.06,no,yes,25-34,6-10,no,Excellent
15801904,677,Germany,Male,28,0,143988.0,2,yes,no,8755.69,yes,no,25-34,0,no,Good
15658195,653,France,Male,34,5,118838.75,1,yes,yes,52820.13,no,no,25-34,3-5,no,Fair
15630113,593,Spain,Male,35,4,161637.75,1,yes,yes,20008.46,no,no,25-34,3-5,no,Fair
15784320,632,France,Female,44,3,133793.89,1,yes,yes,34607.14,yes,no,35-44,3-5,no,Fair
15676513,601,Germany,Male,35,8,71553.83,1,yes,no,177384.45,no,no,25-34,6-10,yes,Fair
15574072,786,France,Female,62,8,0.0,1,yes,yes,165702.64,no,yes,55-64,6-10,no,Very Good
15633854,654,France,Female,40,3,0.0,2,yes,no,167889.1,no,yes,35-44,3-5,no,Fair
15618566,572,France,Female,38,7,0.0,2,yes,yes,133122.62,no,yes,35-44,6-10,no,Poor
15733014,813,France,Female,62,10,64667.95,2,no,yes,140454.14,no,no,55-64,6-10,no,Excellent
15753343,523,France,Female,28,2,121164.11,1,yes,yes,59938.81,no,no,25-34,1-2,no,Poor
15746076,506,Spain,Male,50,3,0.0,2,yes,no,12016.79,no,yes,45-54,3-5,no,Poor
15608226,513,Spain,Male,72,3,98903.06,1,yes,yes,81251.24,no,no,65+,3-5,no,Poor
15605684,664,France,Female,31,7,104158.84,1,yes,no,134169.85,no,no,25-34,6-10,yes,Fair
15638988,684,France,Male,54,6,0.0,2,yes,yes,94888.6,no,yes,45-54,6-10,no,Good
15628767,608,Spain,Female,63,3,139529.93,2,yes,yes,175696.16,yes,no,55-64,3-5,no,Fair
15737977,527,France,Female,25,6,0.0,2,no,yes,96758.58,no,yes,<25,6-10,no,Poor
15758116,666,France,Male,53,5,64646.7,1,yes,no,128019.48,yes,no,45-54,3-5,yes,Fair
15575119,779,France,Male,71,3,0.0,2,yes,yes,146895.36,yes,yes,65+,3-5,no,Very Good
15625126,629,France,Female,40,6,0.0,2,yes,yes,139356.3,no,yes,35-44,6-10,no,Fair
15567114,430,France,Male,35,1,118894.22,1,no,no,2923.61,no,no,25-34,1-2,yes,Poor
15672242,712,France,Male,24,2,0.0,1,no,yes,121232.51,no,yes,<25,1-2,no,Good
15681327,682,France,Male,30,9,0.0,2,yes,yes,2053.42,no,yes,25-34,6-10,no,Good
15802585,634,France,Female,41,8,68213.99,1,yes,yes,6382.46,no,no,35-44,6-10,no,Fair
15740630,487,Spain,Female,31,1,0.0,2,yes,no,158750.13,no,yes,25-34,1-2,no,Poor
15815420,808,Spain,Male,47,8,139196.0,1,no,yes,74028.36,no,no,45-54,6-10,no,Excellent
15711468,527,France,Female,32,7,0.0,2,yes,yes,44099.75,no,yes,25-34,6-10,no,Poor
15799626,637,Germany,Male,50,4,126345.55,1,no,yes,17323.0,yes,no,45-54,3-5,no,Fair
15659325,802,Spain,Male,40,5,0.0,2,yes,yes,175043.69,no,yes,35-44,3-5,no,Excellent
15651352,529,France,Female,38,2,0.0,1,yes,no,146388.85,yes,yes,35-44,1-2,yes,Poor
15684925,850,France,Female,43,3,0.0,2,no,no,2465.8,no,yes,35-44,3-5,no,Excellent
15657439,738,France,Male,18,4,0.0,2,yes,yes,47799.15,no,yes,<25,3-5,no,Good
15574122,817,France,Male,34,5,129278.43,1,no,no,165562.84,no,no,25-34,3-5,yes,Excellent
15720508,735,France,Male,31,3,119558.35,1,no,no,72927.68,no,no,25-34,3-5,yes,Good
15599078,619,Germany,Female,41,5,92467.58,1,yes,no,38270.47,no,no,35-44,3-5,yes,Fair
15702300,671,France,Male,27,5,0.0,2,no,no,120893.07,no,yes,25-34,3-5,no,Good
